Date,AAPL,AMZN,JNJ,JPM,META,MSFT,NVDA,TSLA,XOM
2023-07-14,188.7996826171875,134.67999267578125,150.12570190429688,143.57513427734375,307.421142578125,339.95379638671875,45.444190979003906,281.3800048828125,94.2210922241211
2023-07-17,192.0669708251953,133.55999755859375,149.37449645996094,147.03579711914062,309.1629333496094,340.4363708496094,46.435646057128906,290.3800048828125,94.63179016113281
2023-07-18,191.8095245361328,132.8300018310547,149.3651123046875,147.30422973632812,310.5862121582031,353.98565673828125,47.46808624267578,293.3399963378906,94.20242309570312
2023-07-19,193.1659698486328,135.36000061035156,149.0646209716797,147.86981201171875,314.5276794433594,349.6431884765625,47.05131149291992,291.260009765625,94.85582733154297
2023-07-20,191.21551513671875,129.9600067138672,158.11705017089844,149.69122314453125,301.1009521484375,341.55889892578125,45.49516296386719,262.8999938964844,96.52667236328125
2023-07-21,190.0373077392578,130.0,159.8167266845703,148.54086303710938,292.879638671875,338.50634765625,44.28482437133789,260.0199890136719,96.9747314453125
2023-07-24,190.83924865722656,128.8000030517578,160.65245056152344,151.46470642089844,290.2420349121094,339.82586669921875,44.5876579284668,269.05999755859375,98.49623107910156
2023-07-25,191.7006378173828,129.1300048828125,161.88262939453125,150.33351135253906,293.0886535644531,345.6059875488281,45.654075622558594,265.2799987792969,98.64557647705078
2023-07-26,192.57191467285156,128.14999389648438,162.1925048828125,151.234619140625,297.1694641113281,332.59820556640625,45.42720413208008,264.3500061035156,98.0948486328125
2023-07-27,191.30459594726562,128.25,163.10340881347656,149.5666046142578,310.2478332519531,325.65618896484375,45.87495803833008,255.7100067138672,98.40288543701172
2023-07-28,193.88873291015625,132.2100067138672,163.84523010253906,150.4197998046875,323.9532165527344,333.1889953613281,46.72449493408203,266.44000244140625,97.22674560546875
2023-07-31,194.50259399414062,133.67999267578125,157.31884765625,151.42637634277344,317.10546875,330.77655029296875,46.70349884033203,267.42999267578125,100.10174560546875
2023-08-01,193.67091369628906,131.69000244140625,158.595947265625,150.67860412597656,321.1961975097656,331.19012451171875,46.48162078857422,261.07000732421875,99.52299499511719
2023-08-02,190.6709442138672,128.2100067138672,159.55380249023438,148.9722442626953,312.8356018066406,322.4854431152344,44.244850158691406,254.11000061035156,98.28153991699219
2023-08-03,189.27491760253906,128.91000366210938,160.2393035888672,149.88294982910156,311.7208557128906,321.6583251953125,44.4907112121582,259.32000732421875,99.98971557617188
2023-08-04,180.18592834472656,139.57000732421875,158.73680114746094,149.5666046142578,309.2723693847656,322.76116943359375,44.65562057495117,253.86000061035156,100.2697525024414
2023-08-07,177.0770721435547,142.22000122070312,162.5493621826172,150.27598571777344,315.0750427246094,325.0555419921875,45.39221954345703,251.4499969482422,100.06439971923828
2023-08-08,178.01763916015625,139.94000244140625,162.62448120117188,149.43238830566406,311.1734313964844,321.05767822265625,44.63964080810547,249.6999969482422,100.55912017822266
2023-08-09,176.423583984375,137.85000610351562,162.5211944580078,147.4288330078125,303.77825927734375,317.29620361328125,42.530784606933594,242.19000244140625,102.26729583740234
2023-08-10,176.20574951171875,138.55999755859375,161.67604064941406,147.20835876464844,304.3058166503906,317.9854431152344,42.36487579345703,245.33999633789062,102.79003143310547
2023-08-11,176.2652587890625,138.41000366210938,163.2536163330078,148.06155395507812,300.2250671386719,316.0948486328125,40.83271026611328,242.64999389648438,104.38619995117188
2023-08-14,177.92095947265625,140.57000732421875,162.86863708496094,148.36830139160156,304.7537536621094,319.0784606933594,43.729129791259766,239.75999450683594,104.47022247314453
2023-08-15,175.92816162109375,137.6699981689453,162.39910888671875,144.59129333496094,300.5335998535156,316.93182373046875,43.9160270690918,232.9600067138672,101.78812408447266
2023-08-16,175.0557403564453,135.07000732421875,161.88262939453125,143.97775268554688,292.9095153808594,316.1622314453125,43.46227264404297,225.60000610351562,100.0753402709961
2023-08-17,172.50778198242188,133.97999572753906,163.4038848876953,142.48228454589844,283.752685546875,312.6887512207031,43.32034683227539,219.22000122070312,102.01396942138672
2023-08-18,172.99359130859375,133.22000122070312,161.97653198242188,142.8082275390625,281.9212951660156,312.2940368652344,43.27537155151367,215.49000549316406,103.55736541748047
2023-08-21,174.3319549560547,134.67999267578125,157.1498260498047,143.29710388183594,288.5401306152344,317.6225891113281,46.941375732421875,231.27999877929688,102.30570220947266
2023-08-22,175.71006774902344,134.25,155.90090942382812,140.32533264160156,286.2508850097656,318.1949462890625,45.6430778503418,233.19000244140625,101.73164367675781
2023-08-23,179.5666961669922,135.52000427246094,154.50172424316406,141.2743682861328,292.8597412109375,322.6748962402344,47.090293884277344,236.86000061035156,100.83763122558594
